backtest,total_trades,average_win,average_loss,average_annual_return,drawdown,expectancy,net_profit,sharpe_ratio,loss_rate,win_rate,profit_loss_ratio,trade_frequency,total_trades_2,average_win_2,average_loss_2,annual_return,net_profit_2,sharpe_ratio_2,loss_rate_2,win_rate_2,profit_loss_ratio_2,trade_frequency_2,compounding_annual_return,alpha,beta,annual_standard_deviation,annual_variance,information_ratio,tracking_error,treynor_ratio,total_fees,probabilistic_sharpe_ratio,estimated_strategy_capacity,lowest_capacity_asset,sortino_ratio,portfolio_turnover,total_orders,start_equity,end_equity
embedded_backtest_ec1d399de2fc2e1e11f414665572e8a6.html,,,,,0,0,,,,,,,1,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,,,,,,
embedded_backtest_9e50434b8a89726b6a9954a6c947bdfe.html,,,,,39.4,0.218,,,,,,,1237,1,-0.9,,247.573,0.995,42,58,1.11,,28.225,0.118,1.246,0.276,0.076,0.832,0.179,0.22,,38.496,,,,,,,
embedded_backtest_39922dc9ceba5e8175665b9754204dff.html,,,,,9.7,0,,,,,,,1,0,0,,18.624,2.161,0,0,0,,40.925,-0.057,0.986,0.198,0.039,-2.096,0.03,0.434,,70.144,,,,,,,
embedded_backtest_a92e856b38f19cd4635d80fab8c9a59f.html,,,,,4.8,0.009,,,,,,,1029,0.02,-0.78,,1.15,0.063,2,98,0.03,,0.055,0.001,-0.003,0.008,0,-0.401,0.187,-0.204,,0,,,,,,,
embedded_backtest_d13ef71b243e2bd76509f05bf7b795c9.html,,,,,5.6,0,,,,,,,1,0,0,,3.337,1.965,0,0,0,,45.335,0.345,0.099,0.195,0.038,-0.02,0.262,3.883,,58.145,,,,,,,
embedded_backtest_ca0a9618151b1c707dcc5e744935adaa.html,,,,,1.6,3.261,,,,,,,37,0.08,-0.01,,-0.308,-0.451,67,33,11.78,,-2.711,0.038,0.119,0.046,0.002,1.857,0.254,-0.177,,30.007,,,,,,,
embedded_backtest_ba6bc5ad7870f34d72f38d6d8e8c1377.html,,,,,34.2,0.333,,,,,,,30,43.91,-26.37,,34.319,1.788,50,50,1.67,,85.898,-0.008,3.952,0.491,0.241,1.555,0.42,0.222,,58.341,,,,,,,
embedded_backtest_4937b4639f6ca1cfb4bbf86ac7497afe.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-3.155,0.123,0,,0,,,,,,,
embedded_backtest_d68fb7623e9e9552232eac6f55f6f19d.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-236.591,0.141,0,,0,,,,,,,
embedded_backtest_f7afcdce0a32d4a156af1f80986a6efc.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-18.32,0.09,0,,0,,,,,,,
embedded_backtest_d6af805f0d154d786c75569be55a4dcb.html,,,,,63.6,0.264,,,,,,,3867,0.54,-0.27,,208.048,0.293,58,42,1.99,,5.526,0.079,-0.008,0.267,0.071,0.029,0.321,-10.14,,0.002,,,,,,,
embedded_backtest_ec36296a20fb2197f647e5cdcabebdfc.html,,,,,46.1,0.233,,,,,,,116,40.86,-27.86,,3.05,0.118,50,50,1.47,,0.51,-0.013,0.302,0.184,0.034,-0.442,0.212,0.072,,0.946,,,,,,,
embedded_backtest_c7b1af65899dea165fe0d728986abf8a.html,,,,,42.8,-0.17,,,,,,,854,0.16,-0.12,,-16.413,-0.164,65,35,1.36,,-16.454,-0.121,0.24,0.401,0.161,-0.656,0.452,-0.274,,9.992,,,,,,,
embedded_backtest_37bf5ffef78a0ecd88cfe8958e2713e7.html,,,,,18.2,0.159,,,,,,,188,1.56,-0.79,,25.541,0.745,61,39,1.98,,12.01,0.113,-0.039,0.146,0.021,0.004,0.284,-2.783,,32.634,,,,,,,
embedded_backtest_a998115bd842d5d4629fbb2e09993a39.html,,,,,0,0,,,,,,,1,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,,,,,,
embedded_backtest_7fbc072cdbb4f750c4b3ba97cfbb708e.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-2.479,0.197,0,,0,,,,,,,
embedded_backtest_57d2f645c1477a7618d30bf4f61dae76.html,,,,,5.3,0.085,,,,,,,506,0.18,-0.06,,1.344,0.623,74,26,3.13,,8.756,-0.056,0.239,0.097,0.009,-2.737,0.156,0.253,,43.018,,,,,,,
embedded_backtest_4c9a7bdadb8b31630a5ba853afa9c673.html,,,,,2.9,-0.36,,,,,,,895,0.11,-0.01,,-1.121,-0.341,94,6,9.55,,-0.562,-0.005,0.001,0.013,0,-1.006,0.227,-5.724,,2.117,,,,,,,
embedded_backtest_893deb4704a3a4502f184c2e69017d8e.html,,,,,1.6,0,,,,,,,1484,0,0,,-1.343,-5.42,0,0,0,,-91.515,1.208,-4.821,0.151,0.023,-6.797,0.182,0.169,,0,,,,,,,
embedded_backtest_3389524461954074e8aabd1081fc07e5.html,,,,,4.2,0.174,,,,,,,46,1.19,-1.48,,5.793,1.181,35,65,0.8,,11.817,0.127,-0.08,0.083,0.007,-1.215,0.209,-1.231,,53.84,,,,,,,
embedded_backtest_d486429f146400975c21739ba9b11099.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-1.857,0.113,0,,0,,,,,,,
embedded_backtest_b03acd1e3d31b8b006346ab5573c4e4b.html,,,,,11.3,0.122,,,,,,,788,0.2,-0.19,,13.147,0.83,45,55,1.04,,13.147,0.123,-0.028,0.143,0.02,-0.088,0.221,-4.301,,40.548,,,,,,,
embedded_backtest_611d04331a515f5d48f29de881932dec.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-5.837,0.082,0,,0,,,,,,,
embedded_backtest_8177463ab844ca7f8704063391357d7a.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,,,,,,
embedded_backtest_8bb6c778a4d1e8c566d5615aa5f7f7ba.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-3.07,0.168,0,,0,,,,,,,
embedded_backtest_fb9d0bd7ffb52f3a3a804f1d262bccab.html,,,,,2.1,-0.929,,,,,,,1067,0.01,0,,-2.097,-5.943,97,3,1.29,,-97.911,1.424,-3.13,0.157,0.025,-8.145,0.207,0.297,,0,,,,,,,
embedded_backtest_3c2d3893a6de077825db25cb4d3bd3e7.html,,,,,0,0,,,,,,,16,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,,,,,,
embedded_backtest_ca0558032f76dd939d35f73019f45b9f.html,,,,,0,0,,,,,,,16,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,,,,,,
embedded_backtest_6a41fa8e7641b2993622d3d87fe97d13.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,3.789,0.121,0,,0,,,,,,,
embedded_backtest_ce46c32c54845292b48448419ee27f60.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-14.363,0.153,0,,0,,,,,,,
embedded_backtest_865976a0f1e259668ea62d820e77b692.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0.471,0.177,0,,0,,,,,,,
embedded_backtest_2dbc5580e67d93b2d3ddc8538d00140f.html,,,,,5.2,-0.417,,,,,,,76,0.25,-0.25,,-3.888,-3.694,71,29,1.01,,-83.625,-1.368,1.207,0.205,0.042,-6.852,0.184,-0.626,,4.338,,,,,,,
embedded_backtest_f582b29e1233d75e4bd80cdc98743391.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-0.912,0.132,0,,0,,,,,,,
embedded_backtest_4b73b0fa4c6ac6408208a214cf7af843.html,,,,,23.8,1.291,,,,,,,77,6.54,-2.19,,217.501,0.754,42,58,2.98,,12.24,0.119,-0.063,0.148,0.022,-0.036,0.205,-1.783,,16.261,,,,,,,
embedded_backtest_a256f10ed488553af9fd84b461a9a325.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-4.002,0.159,0,,0,,,,,,,
embedded_backtest_7087c52e5bc34eb895dc4a68baf51c9d.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-22.219,0.347,0,,0,,,,,,,
embedded_backtest_18175dee845f6a3d6bec5767a11c1adc.html,,,,,32.9,-1,,,,,,,3,0,-10.7,,-4.902,-0.167,100,0,0,,-49.741,-0.47,2.662,0.983,0.967,-0.327,0.855,-0.062,,38.154,,,,,,,
embedded_backtest_24b5229252d35e909d93ac1d5fe9d9af.html,,,,,13.7,2.427,,,,,,,9,10.38,-1.77,,49.063,1.038,50,50,5.85,,14.205,0.127,-0.03,0.119,0.014,-0.077,0.237,-4.15,,48.491,,,,,,,
embedded_backtest_ec0c1a8d963d87d7fc4cee197ade37d9.html,,,,,4.3,0.09,,,,,,,36,0.99,-1.56,,2.255,29.518,33,67,0.63,,5752.14,2.033,2.464,0.152,0.023,38.634,0.091,1.825,,0,,,,,,,
embedded_backtest_8fdb51cf981d2316d9e52081c76b19e5.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-2.005,0.177,0,,0,,,,,,,
embedded_backtest_6d1b2f6953f16ffe109dea0a0dcc15b9.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-3.313,0.163,0,,0,,,,,,,
embedded_backtest_a3efdee09bda7ad67e31ac3e1fb0684d.html,,,,,9.6,0,,,,,,,1,0,0,,16.029,1.879,0,0,0,,34.365,-0.01,0.993,0.193,0.037,-0.563,0.021,0.365,,65.6,,,,,,,
embedded_backtest_e5dd1653dc4799473a9edb2d988c8de5.html,,,,,10.8,0.853,,,,,,,770,0.03,-0.02,,32.989,1.551,29,71,1.6,,35.928,0.339,-0.133,0.201,0.04,0.269,0.406,-2.342,,64.479,,,,,,,
embedded_backtest_dd5f14b69e589f2556a35b9307681246.html,,,,,0,-1,,,,,,,12,0,0,,-0.004,-6.877,100,0,0,,-0.034,0,0,0,0,-3.563,0.17,2.684,,0.003,,,,,,,
embedded_backtest_d0ea5285cbe471672764ce3b31a4f624.html,,,,,18.7,0,,,,,,,1,0,0,,103.03,0.935,0,0,0,,15.207,0.142,-0.049,0.145,0.021,-0.004,0.21,-2.741,,38.237,,,,,,,
embedded_backtest_ef0dc6f6c45fb0cb4faf16f4872c90bc.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-8.674,0.133,0,,0,,,,,,,
embedded_backtest_92202b82fea0fc952b398b5ace3c0aa5.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-9.062,0.055,0,,0,,,,,,,
embedded_backtest_223351d84d89a8a836edb71437de53ab.html,,,,,30.7,0.079,,,,,,,3662,0.19,-0.15,,21.039,0.843,53,47,1.29,,23.05,0.229,0.003,0.273,0.074,0.088,0.416,68.301,,39.93,,,,,,,
embedded_backtest_a966f36dbd6fb33bb9c6f2d76299dbce.html,,,,,0.4,-0.344,,,,,,,52,0.05,-0.03,,-0.244,-8.838,77,23,1.84,,-25.747,-0.075,-0.136,0.021,0,-6.048,0.165,1.362,,0,,,,,,,
embedded_backtest_d7b3ac3b4fbaba61fe4ff8111b244cab.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-0.382,0.328,0,,0,,,,,,,
embedded_backtest_38a9cb1697ba07f337373f65c93908c1.html,,,,,16.8,1.114,,,,,,,6231,0.11,-0.03,,180.898,0.835,55,45,3.69,,10.874,0.1,-0.035,0.115,0.013,-0.13,0.18,-2.723,,24.135,,,,,,,
embedded_backtest_18f4a6ef31e95dde9d4387538dc2b003.html,,,,,2.2,36.716,,,,,,,67,0.59,0,,4.707,3.876,87,13,291.3,,31.679,0.302,0.156,0.068,0.005,2.853,0.179,1.694,,88.947,,,,,,,
embedded_backtest_47d6da7bc15dc43091485137787c9730.html,,,,,17.1,0,,,,,,,1,0,0,,34.904,2.321,0,0,0,,81.081,0.813,-0.282,0.303,0.092,0.869,0.363,-2.496,,71.515,,,,,,,
embedded_backtest_1ad3ef588fb0c4b91619f5d536628d08.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-1.683,0.069,0,,0,,,,,,,
embedded_backtest_6528252c93e883e63d179a9f04d029e9.html,,,,,4.4,-0.083,,,,,,,36,0.45,-1.19,,-1.845,-1.357,33,67,0.38,,-19.317,-0.081,-0.183,0.114,0.013,-3.176,0.174,0.843,,20.981,,,,,,,
embedded_backtest_a37378549fd1dec7c692ed3c45aa76ca.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-2.228,0.193,0,,0,,,,,,,
embedded_backtest_0404253973eac085e3d27d7001ed1f57.html,,,,,1.4,0,,,,,,,10,0,0,,8.667,26.39,0,0,0,,773.182,4.82,0.064,0.182,0.033,25.368,0.193,75.094,,97.113,,,,,,,
embedded_backtest_c73ff4dd99affcd1a3cd122278dc43e5.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-2.268,0.113,0,,0,,,,,,,
embedded_backtest_da872fd8d4144a5e8d183608a1c1bb6e.html,,,,,19.3,1.872,,,,,,,391,3.83,-1.02,,2943.546,1.667,39,61,3.75,,30.164,0.252,0.057,0.154,0.024,0.685,0.234,4.493,,97.357,,,,,,,
embedded_backtest_03aa9960a8a6ae27fa92293f073272f4.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-2.872,0.174,0,,0,,,,,,,
embedded_backtest_1cc21c5a417218c63dc306161b355d97.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-29.365,0.052,0,,0,,,,,,,
embedded_backtest_c4ff7c09849bccafd73772aa6b56a74a.html,,,,,19.2,0.859,,,,,,,83,8.38,-3.75,,271.257,0.662,42,58,2.23,,9.871,0.087,0.039,0.137,0.019,-0.014,0.224,2.302,,6.598,,,,,,,
embedded_backtest_894fae90ecddc15fa27960bc02e87192.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-2.504,0.065,0,,0,,,,,,,
embedded_backtest_c301db0b2dcb9710126c875c1ba411eb.html,,,,,30.7,1.115,,,,,,,105,10.58,-4.74,,1108.535,0.991,35,65,2.24,,20.184,0.141,0.465,0.185,0.034,0.483,0.192,0.395,,35.925,,,,,,,
embedded_backtest_a2e9f932e657318fffa02b921429012a.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-2.707,0.085,0,,0,,,,,,,
embedded_backtest_99fa82f53b5dab2aee3633c58865c62a.html,,,,,51.6,-0.103,,,,,,,3271,0.83,-0.22,,-40.305,-0.178,81,19,3.85,,-4.595,-0.046,0.127,0.16,0.025,-0.772,0.213,-0.224,,0.002,,,,,,,
embedded_backtest_8e95a2187dcce36257a67724a4811e5e.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-8.894,0.108,0,,0,,,,,,,
embedded_backtest_3b91b800a712b3b6aa82577c004bc5fe.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-0.541,0.179,0,,0,,,,,,,
embedded_backtest_d7913a21f719ccd88a22949b75226f05.html,,,,,9.7,0,,,,,,,1,0,0,,18.111,2.634,0,0,0,,39.45,0,0.997,0.174,0.03,-3.266,0.001,0.46,,78.339,,,,,,,
embedded_backtest_ed291f01e2744943623f76b3c010f4b8.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-0.863,0.193,0,,0,,,,,,,
embedded_backtest_6c33c698ff1d67d4c5286c12236306d5.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-1.858,0.229,0,,0,,,,,,,
embedded_backtest_863b11845e21578068a6f9cf7631bfae.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-2.129,0.158,0,,0,,,,,,,
embedded_backtest_23105eabe3338615a4d4009c31247ee5.html,,,,,7.2,-0.305,,,,,,,131,0.04,-0.16,,0.171,0.253,45,55,0.25,,3.528,0.242,-0.934,0.32,0.103,-0.254,0.359,-0.087,,43.128,,,,,,,
embedded_backtest_132a44b2784a8c09f1403df57b57d3f8.html,,,,,6.5,0,,,,,,,4480,0,0,,-6.469,-1.377,0,0,0,,-99.999,0,0,0.726,0.527,-1.377,0.726,0,,0,,,,,,,
embedded_backtest_04fb2db00b5cf05d1f8db3865ef79bff.html,,,,,21.2,0.2,,,,,,,320,1.68,-1.94,,76.89,0.766,36,64,0.86,,10.027,0.019,0.648,0.147,0.021,-0.292,0.107,0.173,,25.986,,,,,,,
embedded_backtest_e80d12b7c197f3d6cd18282b22a40850.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0.349,0.096,0,,0,,,,,,,
embedded_backtest_305e8728b6090b0e5ceb1a1f742b8534.html,,,,,17.9,0.487,,,,,,,1975,0.33,-0.37,,507.642,1.085,22,78,0.91,,14.92,0.132,-0.024,0.119,0.014,0.142,0.225,-5.397,,53.244,,,,,,,
embedded_backtest_e66777c87341d248973603c383c04263.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,7.677,0.031,0,,0,,,,,,,
embedded_backtest_84eb30f4e7c150cbcee5df592d6aa508.html,,,,,5,0,,,,,,,1,0,0,,2.308,3.901,0,0,0,,92.971,-0.218,2.061,0.289,0.084,3.159,0.15,0.547,,59.913,,,,,,,
embedded_backtest_cfafe26203ab1127adeac9266ec2ec3e.html,,,,,60,0.342,,,,,,,11034,0.14,-0.11,,659.343,0.539,40,60,1.24,,10.146,0.108,-0.081,0.191,0.036,0.122,0.27,-1.274,,0.745,,,,,,,
embedded_backtest_acf821ef8bdd68eb6843c79890e619d7.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,,,,,,
embedded_backtest_2c4f1f464bc977baaedbd29cc1ffe4af.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-2.688,0.083,0,,0,,,,,,,
embedded_backtest_016a7b50be98f32e7c06c260023539c0.html,,,,,0.7,-0.094,,,,,,,16,0.16,-0.11,,-0.068,-0.102,62,38,1.42,,-0.068,0,-0.002,0.005,0,-0.676,0.303,0.323,,11.075,,,,,,,
embedded_backtest_b41b77edb01b068aabeb2b3b4c238bd4.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-1.476,0.166,0,,0,,,,,,,
embedded_backtest_913d784b249fd4451878636fa39b71c9.html,,,,,49,-0.048,,,,,,,681,0.93,-1.31,,-33.809,-0.656,44,56,0.71,,-33.809,-0.236,0.036,0.361,0.13,-0.54,0.39,-6.571,,2.157,,,,,,,
embedded_backtest_7bb43638337b29e74953a73370a98758.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-9.148,0.061,0,,0,,,,,,,
embedded_backtest_19474c45cdce3121619bc973f190642d.html,,,,,41.4,-0.335,,,,,,,269,0.94,-0.22,,-30.542,-0.409,87,13,4.22,,-6.702,-0.097,0.543,0.141,0.02,-0.995,0.131,-0.106,,0.051,,,,,,,
embedded_backtest_613369cc3aabed1e30bcd78022f3b3a5.html,,,,,1.5,-1,,,,,,,2,0,0,,1.779,2.624,100,0,0,,24.853,0.245,-0.194,0.079,0.006,0.1,0.122,-1.069,,66.819,,,,,,,
embedded_backtest_48673672a6af16c9c1cd1e19821320c4.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-5.881,0.098,0,,0,,,,,,,
embedded_backtest_c6e0e1a6e5885f6bf421e6ab7402853d.html,,,,,87,-0.16,,,,,,,967,0.49,-1.23,,-59.718,-0.36,40,60,0.4,,-61.474,-0.225,-0.501,0.863,0.745,-0.5,0.967,0.621,,5.945,,,,,,,
embedded_backtest_fb2f6c18b38bd2d07a8373604d8dea11.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,7.122,0.097,0,,0,,,,,,,
embedded_backtest_9d541e41d3ef3760a4410965d8e6e860.html,,,,,30.6,0.098,,,,,,,17631,0.1,-0.09,,97.284,0.512,46,54,1.05,,8.855,0.096,-0.07,0.173,0.03,-0.069,0.235,-1.268,,5.689,,,,,,,
embedded_backtest_e640abdc27525760c961a7a6c83388ef.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-18.451,0.067,0,,0,,,,,,,
embedded_backtest_75eb26c5171c640933a77fc528f08808.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,,,,,,
embedded_backtest_672e0d0a41bb2d39b17f6e23a8479f49.html,,,,,3.3,0.654,,,,,,,35,0.99,-0.74,,8.361,1.173,29,71,1.34,,8.314,0.069,-0.007,0.059,0.004,0.578,0.165,-10.172,,56.003,,,,,,,
embedded_backtest_910410f111559f456032ef39acf0f9f9.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,,,,,,
embedded_backtest_713fe5f78397dd8d2b798351c7a48490.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,,,,,,
embedded_backtest_b8f9418689b0ff3123f6b2fec87ca700.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,,,,,,
embedded_backtest_d105e26770532b940a2ce19023fdcde5.html,,,,,19.4,6.008,,,,,,,75,11.61,-1.52,,2441.863,1.54,19,81,7.64,,28.239,0.234,0.091,0.157,0.025,0.628,0.231,2.662,,93.636,,,,,,,
embedded_backtest_2c1fbc2aa4ef614967f6d897ed9ab146.html,,,,,8.8,0.561,,,,,,,825,0.31,-0.07,,24.524,1.69,70,30,4.15,,24.561,0.174,0.149,0.12,0.014,0.04,0.279,1.358,,71.876,,,,,,,
embedded_backtest_42236d215589196a2053f56fe8838322.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-4.153,0.057,0,,0,,,,,,,
embedded_backtest_b20bbc8c8b1d659923c4bf31a143e37c.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-2.882,0.164,0,,0,,,,,,,
embedded_backtest_a20b224e691cc1b74ca1f47c4bb3c7f6.html,,,,,2.5,0.198,,,,,,,308,0.16,-0.12,,4.503,1.946,49,51,1.33,,20.833,0.147,0.05,0.089,0.008,-2.847,0.13,3.472,,65.451,,,,,,,
embedded_backtest_fda7ed7c2ceae05b01936c8220aed0f4.html,,,,,14.9,0.06,,,,,,,7,8.77,-14.86,,0.06,3.15,33,67,0.59,,6.104,20.545,55.082,2.573,6.621,3.271,2.547,0.147,,0,,,,,,,
embedded_backtest_11c67a4af86bbb5d7bdf83f497a69a6d.html,,,,,70.5,-0.28,,,,,,,83,0.61,-4.44,,23.245,0.271,37,63,0.14,,2.284,0.019,0.981,0.425,0.181,0.045,0.374,0.117,,0.86,,,,,,,
embedded_backtest_9ddb82bf1667473edbe0870b854640cd.html,,,,,24.4,0.543,,,,,,,1650,1.28,-0.73,,2488.046,1.24,44,56,1.76,,28.408,0.243,0.121,0.205,0.042,0.6,0.262,2.11,,66.165,,,,,,,
embedded_backtest_1f2f94bd7c1c03b6875f54221cb642b1.html,,,,,36.2,0,,,,,,,1,0,0,,13.187,0.587,0,0,0,,13.161,-0.033,0.94,0.338,0.114,-0.377,0.126,0.211,,32.306,,,,,,,
embedded_backtest_597e514ac8530343e537f550597d2e3d.html,,,,,29.7,0.1,,,,,,,505,1.29,-1.64,,43.583,1.44,38,62,0.79,,43.489,0.285,1.027,0.373,0.139,1.989,0.147,0.523,,55.987,,,,,,,
embedded_backtest_2cefb152d58ead6d65cbb085fa54dd87.html,,,,,18.1,0.257,,,,,,,246,1.18,-1.33,,48.438,0.344,33,67,0.89,,2.498,0.025,-0.029,0.066,0.004,-0.37,0.192,-0.794,,0.224,,,,,,,
embedded_backtest_51b580559e1ec5def6c787ba0a444efd.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-1.198,0.135,0,,0,,,,,,,
embedded_backtest_584b73e3c008be038a475f66211b4fe3.html,,,,,19.2,0,,,,,,,2,0,0,,-10.954,-2.322,0,0,0,,-98.024,-1.483,-0.83,0.417,0.174,-0.659,0.531,1.168,,2.246,,,,,,,
embedded_backtest_004cfcb600162188b7699b43ed978995.html,,,,,2.4,0.038,,,,,,,79,2.6,-2.54,,1.921,0.591,49,51,1.02,,1.895,0.009,0.019,0.033,0.001,-1.515,0.35,1.005,,32.704,,,,,,,
embedded_backtest_4f9e8280252d6f4eb43830da6a847925.html,,,,,11.7,0,,,,,,,1,0,0,,52.532,81407470.15,0,0,0,,2.03725575367044e+24,99648490.313,51.035,1.224,1.498,82603443.263,1.206,1952534.258,,0,,,,,,,
embedded_backtest_7dec67ac0971d5fba9ce1b66f2b0fcdf.html,,,,,6.5,0.473,,,,,,,44,1.03,-0.95,,11.016,1.437,29,71,1.08,,22.892,0.205,-0.026,0.136,0.018,-0.913,0.204,-7.59,,59.212,,,,,,,
embedded_backtest_b5b2872892c8aef8ec6e38045692870c.html,,,,,55.2,0,,,,,,,1,0,0,,321.995,0.533,0,0,0,,9.409,0.104,-0.114,0.175,0.031,-0.001,0.262,-0.823,,1.59,,,,,,,
embedded_backtest_ead335d2a46c0ad596486a992c69d02a.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,,,,,,
embedded_backtest_e3afc94a0ebacb8893fac666b8bf7160.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,,,,,,
embedded_backtest_e8014b62e479ded53364967f19c382c9.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,1.793,0.157,0,,0,,,,,,,
embedded_backtest_ff6e8c4af1c85b2793e1c21493f5d5d7.html,,,,,1.1,0.008,,,,,,,24,0.15,-0.15,,0.012,0.116,50,50,1.02,,0.723,0.497,-0.382,0.067,0.005,-12.432,0.102,-0.02,,45.587,,,,,,,
embedded_backtest_24897c9156e0ede2f97d6a2aaf0c7173.html,,,,,4.1,-1,,,,,,,2,0,0,,9.613,2.467,100,0,0,,28.637,0.204,-0.05,0.078,0.006,-0.143,0.113,-3.885,,80.662,,,,,,,
embedded_backtest_4adc0932af65eca63d11cb3a47050f39.html,,,,,0.4,0,,,,,,,0,0,0,,0.064,1.087,0,0,0,,6.104,0.986,-0.202,0.034,0.001,-38.925,0.12,-0.184,,50.282,,,,,,,
embedded_backtest_1b179b184410a9f0dd4344af061996b1.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-0.741,0.332,0,,0,,,,,,,
embedded_backtest_f70122d70d8a3cd10893440d975abc89.html,,,,,59.1,-0.987,,,,,,,1770,0.43,-0.2,,-34.947,-0.004,100,0,2.09,,-4.672,0,0,0.28,0.078,-0.004,0.28,0,,0.046,,,,,,,
embedded_backtest_1f98279c9e71698488d9bb7680242a56.html,,,,,0,0,,,,,,,1,0,0,,0.024,10.996,0,0,0,,2.429,0.021,0.007,0.002,0,0.446,0.183,2.799,,0,,,,,,,
